name,album,artist,artist_top_genre,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Gender ,Source 
Amen,Boo of the Booless,chike,nigerian pop,2020,220203,30,0.48,0.494,0.709,0,0.127,-5.963,0.104,90.826,4,Male,https://www.google.com/search?q=cdq&oq=cdq&aqs=chrome..69i57j0i512j35i39j0i433i512j69i60l4.797j0j9&sourceid=chrome&ie=UTF-8
Yanga,Yanga,Chidinma,afropop,2018,182033,22,0.885,0.289,0.717,0,0.048,-5.36,0.169,118,4,Female,https://www.google.com/search?q=chidinma&oq=chidinma+&aqs=chrome..69i57j46i67j46i512j0i512l2j46i512j0i512j46i512j0i512.2438j0j9&sourceid=chrome&ie=UTF-8
Thunder,Thunder,KiDi,afro dancehall,2018,197537,24,0.748,0.515,0.628,0,0.0586,-8.81,0.0322,102.983,4,Male,https://www.thecityceleb.com/biography/chidokeyz-biography-age-net-worth-songs-secrets-wiki-more/
All I Want Is You,All I Want Is You,Banky W.,afro dancehall,2015,220343,22,0.47,0.127,0.91,0.000862,0.117,-4.508,0.0554,114.024,4,Male,https://www.google.com/search?q=chike&sxsrf=AOaemvKDnRVfzuNjFN7Uc_WKxbDGrbcmag%3A1638267355933&ei=2_mlYbCrONeA8gK_zqLgCQ&ved=0ahUKEwjwhLC-7b_0AhVXgFwKHT-nCJwQ4dUDCA8&uact=5&oq=chike&gs_lcp=Cgdnd3Mtd2l6EAMyBwgAEEcQsAMyBwgAEEcQsAMyBwgAEEcQsAMyBwgAEEcQsAMyBwgAEEcQsAMyBwgAEEcQsAMyBwgAEEcQsAMyBwgAEEcQsAMyBwgAELADEEMyEAguEMcBEKMCEMgDELADEEMyEAguEMcBEKMCEMgDELADEEMyEAguEMcBENEDEMgDELADEEMyCgguEMgDELADEEMyCgguEMgDELADEENKBAhBGABQpQVYpQVggwZoAXACeACAAQCIAQCSAQCYAQCgAQHIAQ7AAQE&sclient=gws-wiz
Pino Pino,Pino Pino,Phyno,afro dancehall,2016,287137,1,0.65,0.633,0.937,0,0.13,-1.421,0.151,101.973,4,Male,https://open.spotify.com/artist/15GgEOJiFyjQm4tZ4D7qih
Pana,Pana,Tekno,afropop,2017,244867,2,0.67,0.316,0.544,0.0308,0.0746,-7.388,0.325,199.871,4,Male,https://open.spotify.com/artist/15GgEOJiFyjQm4tZ4D7qih
Mama,Mama,Mayorkun,afro dancehall,2017,198504,0,0.855,0.392,0.592,0,0.105,-3.685,0.071,104.035,4,Male,https://open.spotify.com/artist/15GgEOJiFyjQm4tZ4D7qih
Majesty,Heartwork,Peruzzi,afropop,2018,211826,0,0.796,0.281,0.766,2.63E-06,0.137,-5.041,0.0643,110.073,4,Male,https://open.spotify.com/artist/15GgEOJiFyjQm4tZ4D7qih
4DAYZ,4DAYZ,Kiss Daniel,afro dancehall,2018,160000,0,0.761,0.24,0.883,0.000496,0.0534,-3.591,0.0952,123.993,4,Male,https://open.spotify.com/artist/15GgEOJiFyjQm4tZ4D7qih
FIA,FIA,DaVido,afropop,2017,214205,50,0.819,0.344,0.751,1.27E-05,0.425,-3.175,0.0459,107.063,4,Female,https://www.google.com/search?q=Cynthia+Morgan+&sxsrf=AOaemvL2jDAnxGLD_Yij_xkH-h5urp-hdw%3A1638270070931&ei=dgSmYeOfOMWhgQb76piADQ&ved=0ahUKEwjjsv7M97_0AhXFUMAKHXs1BtAQ4dUDCA8&uact=5&oq=Cynthia+Morgan+&gs_lcp=Cgdnd3Mtd2l6EAMyBQgAEIAEMgUIABCABDIFCC4QgAQyBQgAEIAEMgUIABCABDIFCC4QgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQguEIAEOgcIABBHELADOgcIABCwAxBDOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOhEILhCABBCxAxCDARDHARCjAjoLCAAQgAQQsQMQgwE6DgguEIAEELEDEMcBEKMCOgUILhCRAjoFCAAQkQI6CAgAELEDEIMBOggILhCABBCxAzoICAAQgAQQsQM6CwguEIAEELEDEIMBSgQIQRgAUOgGWOAdYMUfaANwAngAgAGxAYgBiA2SAQQ1LjEwmAEAoAEByAEPwAEB&sclient=gws-wiz
Kind Love,Ayo,WizKid,afro dancehall,2014,231947,26,0.627,0.0269,0.913,1.44E-06,0.0654,-2.402,0.0376,119.004,4,Male,https://www.google.com/search?gs_ssp=eJzj4tbP1TcwNMjIzTA0M2D04k5JzM2tVMguSsxLBQBhlwfl&q=dammy+krane&oq=dammy+kra&aqs=chrome.1.0i355i512j46i512j69i57j0i512j46i512l3j0i512l3.3397j0j4&sourceid=chrome&ie=UTF-8
Romantic (feat. Tiwa Savage),Romantic (feat. Tiwa Savage),Korede Bello,afro dancehall,2016,225933,49,0.764,0.0886,0.593,0.000296,0.0621,-4.026,0.0456,103.993,4,Male,https://www.google.com/search?gs_ssp=eJzj4tbP1TcwNMjIzTA0M2D04k5JzM2tVMguSsxLBQBhlwfl&q=dammy+krane&oq=dammy+kra&aqs=chrome.1.0i355i512j46i512j69i57j0i512j46i512l3j0i512l3.3397j0j4&sourceid=chrome&ie=UTF-8
Prayer,Prayer,DMW,afropop,2017,216111,0,0.728,0.14,0.823,0.000167,0.318,-6.015,0.0405,119.931,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Girl (feat. Wizkid),Cupid Stories,Bracket,afro dancehall,2011,294960,31,0.791,0.208,0.872,0,0.099,-5.94,0.176,120.017,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Poko,No Bad Songz,Kizz Daniel,afro dancehall,2018,169930,47,0.854,0.0718,0.816,0,0.0428,-5.225,0.11,106.017,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Panana,Panana,L.A.X,afro dancehall,2018,161593,22,0.75,0.776,0.744,3.30E-05,0.231,-2.799,0.0311,104.036,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Mi Na Bo Po,E.L.O.M.,E.L,azonto,2015,206266,0,0.478,0.0285,0.678,0,0.306,-5.648,0.242,61.695,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
All Over,All Over,Tiwa Savage,afro dancehall,2017,211291,51,0.831,0.217,0.844,0,0.115,-4.589,0.0585,112.048,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
For Life,For Life,Runtown,afro dancehall,2017,229633,0,0.72,0.0965,0.67,3.32E-05,0.0615,-4.895,0.216,205.67,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Fall,Fall,DaVido,afropop,2017,240000,61,0.928,0.379,0.675,0,0.0533,-3.535,0.0566,105.952,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Say,Rasaking,L.A.X,afro dancehall,2018,177658,13,0.774,0.515,0.605,0,0.0887,-6.447,0.0924,99.941,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Woju (Remix),Woju (Remix),Kiss Daniel,afro dancehall,2015,204210,0,0.791,0.302,0.906,2.66E-06,0.0356,-2.705,0.0478,113.955,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Duro (Remix),Duro (Remix),Tekno,afropop,2015,212000,1,0.607,0.313,0.87,3.73E-06,0.09,-3.298,0.0812,119.981,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Aje,Aje,DMW,afropop,2018,234788,0,0.771,0.416,0.79,0,0.0493,-3.807,0.0708,119.946,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Easy (Jeje),Easy (Jeje),Reekado Banks,afro dancehall,2017,200413,41,0.767,0.0704,0.839,4.80E-06,0.0604,-5.268,0.0803,126.99,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Applaudise,Applaudise,Iyanya,afro dancehall,2015,211693,0,0.668,0.288,0.93,0.000102,0.239,-3.274,0.0393,112.039,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Feeling (feat. Reekado Banks),Feeling (feat. Reekado Banks),Bisa Kdei,afro dancehall,2017,208195,15,0.704,0.354,0.705,1.85E-06,0.109,-6.434,0.0902,102.79,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
"My Woman, My Everything (feat. Wandecoal)","My Woman, My Everything (feat. Wandecoal) - Single",Patoranking,afro dancehall,2015,233717,54,0.902,0.0438,0.845,0,0.0867,-2.695,0.0644,112.005,4,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Collabo,Double Trouble,P-Square,afro dancehall,2014,223500,52,0.58,0.353,0.903,6.98E-06,0.0957,-4.564,0.0773,194.828,3,Male,https://www.google.com/search?q=davido&oq=Davido&aqs=chrome.0.0i131i355i433i512j46i131i433i512j0i131i433i512l4j0i512j0i131i433i512j0i131i433j46i512.1181j0j9&sourceid=chrome&ie=UTF-8
Give You Love,Give You Love,Juls,afro dancehall,2016,234605,36,0.799,0.0633,0.533,0,0.126,-6.412,0.0569,99.982,4,Male,https://www.google.com/search?q=dammy+krane&oq=dammy+&aqs=chrome.0.69i59j46i512j69i57j0i512j0i10i131i433j0i512l2j46i10i512l2j0i512.1403j0j9&sourceid=chrome&ie=UTF-8
Ohemaa,Ohemaa,Kuami Eugene,afropop,2019,245736,33,0.576,0.271,0.8,0,0.118,-4.479,0.0477,104.02,4,Male,https://www.google.com/search?q=DJ+Henry+x&sxsrf=AOaemvKphokD0a5yE2n5uHWc88A3kUXezQ%3A1638270028748&ei=TASmYaONLZS6gAb98KjwCw&ved=0ahUKEwij4--497_0AhUUHcAKHX04Cr4Q4dUDCA8&uact=5&oq=DJ+Henry+x&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEIAEMgUILhCABDIFCAAQgAQyBggAEBYQHjIGCAAQFhAeOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgQIABBDOggIABCABBCxAzoICC4QgAQQsQM6BwguELEDEEM6BQguEJECOggIABCABBDJAzoLCAAQgAQQsQMQgwE6CwguEIAEEMcBEK8BSgQIQRgAUNUGWIocYIodaANwAngAgAGTAYgB3giSAQMyLjiYAQCgAQHIAQ7AAQE&sclient=gws-wiz
Mon Bébé (feat. Flavour),Three,Patoranking,afro dancehall,2020,205450,34,0.631,0.6,0.386,0,0.112,-10.135,0.0622,96.651,4,Male,https://www.google.com/search?q=dj+neptune&oq=dj+neptune&aqs=chrome..69i57j46i67i131i433j0i67j46i512j0i512l3j46i67j0i20i263i512j46i512.1545j0j4&sourceid=chrome&ie=UTF-8
Tear Rubber,Greatness,DJ Neptune,afro dancehall,2018,221517,0,0.846,0.0501,0.664,6.16E-06,0.136,-3.184,0.0445,104,4,Male,https://www.google.com/search?q=dj+neptune&oq=dj+neptune&aqs=chrome..69i57j46i67i131i433j0i67j46i512j0i512l3j46i67j0i20i263i512j46i512.1545j0j4&sourceid=chrome&ie=UTF-8
Kololo,Kololo,Banky W.,afro dancehall,2017,232543,21,0.768,0.259,0.701,0.000385,0.121,-3.728,0.0543,121.026,4,Male,https://www.google.com/search?q=dj+neptune&oq=dj+neptune&aqs=chrome..69i57j46i67i131i433j0i67j46i512j0i512l3j46i67j0i20i263i512j46i512.1545j0j4&sourceid=chrome&ie=UTF-8
One and Only,One and Only,Korede Bello,afro dancehall,2016,170141,19,0.718,0.129,0.813,0,0.38,-4.102,0.112,125.965,4,Male,https://www.google.com/search?q=dj+neptune&oq=dj+neptune&aqs=chrome..69i57j46i67i131i433j0i67j46i512j0i512l3j46i67j0i20i263i512j46i512.1545j0j4&sourceid=chrome&ie=UTF-8
Laye,Laye,Kiss Daniel,afro dancehall,2015,229276,0,0.716,0.313,0.869,0,0.102,-3.923,0.107,120.018,4,Male,https://www.google.com/search?q=dj+spinall&biw=1440&bih=720&sxsrf=AOaemvIUVsRlSlufnmg3EuNXLkeOT5Tehg%3A1638346748050&ei=_C-nYZO6AtGVgQbUkpnAAw&gs_ssp=eJzj4tVP1zc0TLIorkpKsUgxYPTiSslSKC7IzEvMyQEAcMQIjg&oq=DJ+Spi&gs_lcp=Cgdnd3Mtd2l6EAMYADIFCC4QkQIyBQgAEJECMgUILhCABDIFCC4QgAQyBQguEIAEMgUILhCABDIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQ6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguEEM6CwgAEIAEELEDEIMBOgcILhCxAxBDOggIABCABBCxAzoLCC4QgAQQxwEQrwE6CggAELEDEIMBEApKBAhBGABQsQZY4A9gxBloA3ACeACAAYECiAGqBpIBBTMuMi4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Dada Omo,Dada Omo,Sugarboy,nigerian pop,2017,213524,0,0.733,0.0662,0.92,0,0.107,-3.753,0.167,118.021,4,Male,https://www.google.com/search?q=dj+spinall&biw=1440&bih=720&sxsrf=AOaemvIUVsRlSlufnmg3EuNXLkeOT5Tehg%3A1638346748050&ei=_C-nYZO6AtGVgQbUkpnAAw&gs_ssp=eJzj4tVP1zc0TLIorkpKsUgxYPTiSslSKC7IzEvMyQEAcMQIjg&oq=DJ+Spi&gs_lcp=Cgdnd3Mtd2l6EAMYADIFCC4QkQIyBQgAEJECMgUILhCABDIFCC4QgAQyBQguEIAEMgUILhCABDIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQ6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguEEM6CwgAEIAEELEDEIMBOgcILhCxAxBDOggIABCABBCxAzoLCC4QgAQQxwEQrwE6CggAELEDEIMBEApKBAhBGABQsQZY4A9gxBloA3ACeACAAYECiAGqBpIBBTMuMi4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Only Girl,Only Girl,Adekunle Gold,afro dancehall,2017,210050,0,0.83,0.327,0.667,0,0.141,-5.408,0.0743,105.947,4,Male,https://www.google.com/search?q=dj+spinall&biw=1440&bih=720&sxsrf=AOaemvIUVsRlSlufnmg3EuNXLkeOT5Tehg%3A1638346748050&ei=_C-nYZO6AtGVgQbUkpnAAw&gs_ssp=eJzj4tVP1zc0TLIorkpKsUgxYPTiSslSKC7IzEvMyQEAcMQIjg&oq=DJ+Spi&gs_lcp=Cgdnd3Mtd2l6EAMYADIFCC4QkQIyBQgAEJECMgUILhCABDIFCC4QgAQyBQguEIAEMgUILhCABDIFCC4QgAQyBQguEIAEMgUIABCABDIFCAAQgAQ6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguEEM6CwgAEIAEELEDEIMBOgcILhCxAxBDOggIABCABBCxAzoLCC4QgAQQxwEQrwE6CggAELEDEIMBEApKBAhBGABQsQZY4A9gxBloA3ACeACAAYECiAGqBpIBBTMuMi4xmAEAoAEByAEOwAEB&sclient=gws-wiz
Obianuju,Naija Party Vibes Vol. 2,Various Artists,afro dancehall,2011,220543,0,0.696,0.172,0.733,0,0.315,-3.807,0.113,109.019,4,Male,https://www.google.com/search?q=dj+tunez&sxsrf=AOaemvKEXDj8Bslz3fhryKyRpFx_4evCOA%3A1638349827911&ei=AzynYYX0NsfKgQb3762ACA&gs_ssp=eJzj4tVP1zc0TDKPLyvLyysyYPTiSMlSKCnNS60CAGPyCBg&oq=DJ+Tune&gs_lcp=Cgdnd3Mtd2l6EAMYADIKCC4QsQMQgwEQQzIECC4QQzIFCC4QgAQyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgQILhBDMgUIABCABDIFCAAQgAQ6BwgAEEcQsAM6BAgjECc6BAguECc6BQguEJECOgsIABCABBCxAxCDAToOCC4QgAQQsQMQxwEQowI6EQguEIAEELEDEIMBEMcBENEDOgcIABCxAxBDOgQIABBDOgcILhCxAxBDOgUIABCRAjoICAAQgAQQsQM6CAguEIAEELEDOgsILhCABBDHARCvAToICAAQgAQQyQNKBAhBGABQ6hxYsiZg7DBoBnACeACAAYsBiAGIBpIBAzIuNZgBAKABAcgBCMABAQ&sclient=gws-wiz
Finally,Finally,Master Kraft,na,2015,222537,26,0.875,0.175,0.896,0,0.0589,-2.287,0.0438,111.631,4,Male,https://en.wikipedia.org/wiki/DJ_Xclusive
Ogadigide,Double Trouble,P-Square,afro dancehall,2014,252521,20,0.703,0.268,0.875,0,0.343,-6.088,0.081,172.469,3,Male,https://www.google.com/search?q=dmw+singer&sxsrf=AOaemvJFSczSLalaefryKnwS_1ZbbRhEVg%3A1638267519926&ei=f_qlYaT4N9r9gAb4-LyQBQ&ved=0ahUKEwjks8mM7r_0AhXaPsAKHXg8D1IQ4dUDCA8&uact=5&oq=dmw+singer&gs_lcp=Cgdnd3Mtd2l6EAMyBggAEBYQHjIGCAAQFhAeMggIABAWEAoQHjoHCAAQRxCwAzoHCAAQsAMQQzoKCC4QyAMQsAMQQzoQCC4QxwEQowIQyAMQsAMQQzoQCC4QxwEQ0QMQyAMQsAMQQzoECAAQQzoECC4QQzoKCC4QxwEQrwEQQzoLCC4QgAQQxwEQrwE6EAguEIAEEIcCEMcBENEDEBQ6EAguEIAEEIcCEMcBEK8BEBQ6CwguEIAEEMcBENEDOgUIABCABDoKCAAQgAQQyQMQCjoKCAAQgAQQhwIQFDoECAAQCjoKCC4QxwEQrwEQCjoECAAQDToECC4QDToGCAAQDRAeSgQIQRgAUMMCWIEaYJkbaAFwAngAgAHWAYgB-wWSAQU0LjIuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
Ada Ada,Blessed,Flavour,afro dancehall,2012,233900,0,0.635,0.623,0.961,0.000138,0.111,-3.751,0.111,167.166,3,Male,https://www.google.com/search?q=dmw+singer&sxsrf=AOaemvJFSczSLalaefryKnwS_1ZbbRhEVg%3A1638267519926&ei=f_qlYaT4N9r9gAb4-LyQBQ&ved=0ahUKEwjks8mM7r_0AhXaPsAKHXg8D1IQ4dUDCA8&uact=5&oq=dmw+singer&gs_lcp=Cgdnd3Mtd2l6EAMyBggAEBYQHjIGCAAQFhAeMggIABAWEAoQHjoHCAAQRxCwAzoHCAAQsAMQQzoKCC4QyAMQsAMQQzoQCC4QxwEQowIQyAMQsAMQQzoQCC4QxwEQ0QMQyAMQsAMQQzoECAAQQzoECC4QQzoKCC4QxwEQrwEQQzoLCC4QgAQQxwEQrwE6EAguEIAEEIcCEMcBENEDEBQ6EAguEIAEEIcCEMcBEK8BEBQ6CwguEIAEEMcBENEDOgUIABCABDoKCAAQgAQQyQMQCjoKCAAQgAQQhwIQFDoECAAQCjoKCC4QxwEQrwEQCjoECAAQDToECC4QDToGCAAQDRAeSgQIQRgAUMMCWIEaYJkbaAFwAngAgAHWAYgB-wWSAQU0LjIuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
Ololufe,Mushin2Mohits,Wande Coal,afro dancehall,2009,298800,0,0.397,0.51,0.532,0,0.102,-9.11,0.0693,96.811,4,Male,https://www.google.com/search?q=Dr+SID&sxsrf=AOaemvK_Zf3EuoW_ddtNhsusSswejdp_lw%3A1638269512779&ei=SAKmYbLrLpCcgQbutJPIAg&ved=0ahUKEwiyr-vC9b_0AhUQTsAKHW7aBCkQ4dUDCA8&uact=5&oq=Dr+SID&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCRAjIFCAAQgAQyCwguEIAEEMcBEK8BMgsILhCABBDHARCvATIICAAQgAQQyQMyBQgAEIAEMgUIABCABDIFCAAQgAQyCwguEIAEEMcBEK8BOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgQILhAnOgQIABBDOgUILhCABDoRCC4QgAQQsQMQgwEQxwEQ0QM6DgguEIAEELEDEMcBENEDOggILhCABBCxAzoICAAQgAQQsQM6BwguELEDEEM6CwguEIAEELEDEIMBOgsIABCABBCxAxCDAUoECEEYAFDOBliuFWD9F2gDcAJ4AIABuwGIAYAFkgEDMy4zmAEAoAEByAEOwAEB&sclient=gws-wiz
My Darling (feat. Don Jazzy),Mix of Love,Various Artists,afro dancehall,2015,249652,0,0.782,0.173,0.836,3.01E-06,0.12,-4.005,0.0494,124.995,4,Male,https://www.google.com/search?q=Dr+SID&sxsrf=AOaemvK_Zf3EuoW_ddtNhsusSswejdp_lw%3A1638269512779&ei=SAKmYbLrLpCcgQbutJPIAg&ved=0ahUKEwiyr-vC9b_0AhUQTsAKHW7aBCkQ4dUDCA8&uact=5&oq=Dr+SID&gs_lcp=Cgdnd3Mtd2l6EAMyBQguEJECMgUILhCRAjIFCAAQgAQyCwguEIAEEMcBEK8BMgsILhCABBDHARCvATIICAAQgAQQyQMyBQgAEIAEMgUIABCABDIFCAAQgAQyCwguEIAEEMcBEK8BOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgQILhAnOgQIABBDOgUILhCABDoRCC4QgAQQsQMQgwEQxwEQ0QM6DgguEIAEELEDEMcBENEDOggILhCABBCxAzoICAAQgAQQsQM6BwguELEDEEM6CwguEIAEELEDEIMBOgsIABCABBCxAxCDAUoECEEYAFDOBliuFWD9F2gDcAJ4AIABuwGIAYAFkgEDMy4zmAEAoAEByAEOwAEB&sclient=gws-wiz
Yes/No,R & BW,Banky W.,afro dancehall,2013,247432,46,0.534,0.23,0.627,1.35E-05,0.127,-5.526,0.0745,128.796,5,Male Group,https://www.google.com/search?q=drb+lasgidi&sxsrf=AOaemvJ_Z9KRAmjrMHbB4YhKxLNWj0ovdg%3A1638266893769&ei=DfilYZ2hLqaC9PwPldal0AY&gs_ssp=eJzj4tbP1TcwNDIqKDIvN2D04k4pSlLISSxOz0zJBABh-gfx&oq=drb+las&gs_lcp=Cgdnd3Mtd2l6EAMYADIFCC4QkQIyBQgAEIAEMgUILhCRAjIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgsIABCABBCxAxCDAToICC4QsQMQgwE6DgguEIAEELEDEMcBEKMCOgUIABCRAjoECAAQQzoFCC4QgAQ6CgguEIAEEIcCEBQ6EQguEIAEELEDEIMBEMcBENEDOgoIABCABBCHAhAUOgcIABCABBAKOgsILhCABBDHARCvAToQCC4QgAQQhwIQxwEQ0QMQFDoHCAAQsQMQCkoECEEYAFCkBlijD2CCGGgDcAJ4AIABhAGIAeMFkgEDMi41mAEAoAEByAEOwAEB&sclient=gws-wiz
I Love U,Best Of P-Square,P-Square,afro dancehall,2014,281026,1,0.596,0.293,0.85,0,0.338,-2.129,0.145,97.724,4,Male Group,https://www.google.com/search?q=drb+lasgidi&sxsrf=AOaemvJ_Z9KRAmjrMHbB4YhKxLNWj0ovdg%3A1638266893769&ei=DfilYZ2hLqaC9PwPldal0AY&gs_ssp=eJzj4tbP1TcwNDIqKDIvN2D04k4pSlLISSxOz0zJBABh-gfx&oq=drb+las&gs_lcp=Cgdnd3Mtd2l6EAMYADIFCC4QkQIyBQgAEIAEMgUILhCRAjIFCAAQgAQyBQgAEIAEMgUIABCABDIGCAAQFhAeMgYIABAWEB4yBggAEBYQHjIGCAAQFhAeOgcIABBHELADOgoILhDIAxCwAxBDOgQIIxAnOgQILhBDOgsIABCABBCxAxCDAToICC4QsQMQgwE6DgguEIAEELEDEMcBEKMCOgUIABCRAjoECAAQQzoFCC4QgAQ6CgguEIAEEIcCEBQ6EQguEIAEELEDEIMBEMcBENEDOgoIABCABBCHAhAUOgcIABCABBAKOgsILhCABBDHARCvAToQCC4QgAQQhwIQxwEQ0QMQFDoHCAAQsQMQCkoECEEYAFCkBlijD2CCGGgDcAJ4AIABhAGIAeMFkgEDMi41mAEAoAEByAEOwAEB&sclient=gws-wiz
Tere (feat. Diamond Platnumz),No Bad Songz,Kizz Daniel,afro dancehall,2018,228121,28,0.833,0.0115,0.887,3.02E-05,0.0545,-2.839,0.171,119.97,4,Male,https://www.google.com/search?q=duncan+mighty&sxsrf=AOaemvKmPJG_H8SwOjKY68w6yu7Zqh0BGw%3A1638347121412&ei=cTGnYbT3F9WFhbIPudSp-A8&gs_ssp=eJzj4tLP1TeIz0mrLEozYPTiTSnNS07MU8jNTM8oqQQAercJRQ&oq=Duncan&gs_lcp=Cgdnd3Mtd2l6EAMYADIECC4QQzIECAAQQzIECC4QQzIECC4QQzIECC4QQzIHCAAQsQMQQzILCC4QgAQQsQMQgwEyBQguELEDMggILhCABBCxAzIECAAQQzoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoECC4QJzoOCC4QgAQQsQMQxwEQowI6BQguEIAEOggILhCxAxCDAToLCC4QgAQQxwEQrwFKBAhBGABQ8AVY0Qtg1xloA3ACeACAAdUBiAHIBpIBBTEuNC4xmAEAoAEByAEOwAEB&sclient=gws-wiz
